applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,estimated_debt,DTI,approved,credit_limit,interest_rate
APP00030,18409.24410162701,478.3959916698351,267.5041240143028,33813.44917042029,86.0,BC,Unemployed,0.0,616.5883325370685,52897.93397287155,47.28294511428783,7.0,10.0,On Time,750.3510326095521,0.844310025950425,0.0,0.0,8.5
APP00032,60580.74331740976,1036.9909630990487,648.8371310678976,34589.3484707113,53.0,BC,Unemployed,0.0,709.5632930004296,89328.40636772708,37.38543941487914,5.0,0.0,On Time,1001.8745172865092,0.5496191312641441,1.0,15000.0,5.5
APP00034,72165.14884404918,1574.0212412246094,4413.483980941528,14178.009477378395,27.0,ON,Full-time,411.0,714.3848021323203,62525.267210849095,11.237194902888925,13.0,4.0,On Time,345.09841023248015,0.3898491124869511,1.0,15000.0,6.5
APP00037,44124.72579578729,903.1019730203716,2255.7649141869683,9567.215246354177,35.0,ON,Unemployed,0.0,623.1445429212687,39578.06359435397,19.700670669827332,9.0,4.0,Last 30-60,408.1013197581817,0.36629237155987976,0.0,0.0,8.5
APP00038,23800.276994952812,396.59927825900087,9485.5419392494,36909.870426308866,88.0,BC,Unemployed,0.0,661.6166459438755,43420.95665752905,29.619017526316703,2.0,2.0,On Time,385.82582287463725,0.9527895230750363,1.0,5950.069248738203,5.5
APP00039,39925.74982374094,983.7698423460702,6997.9431359005575,18953.893973775113,80.0,BC,Unemployed,0.0,742.4438357198885,29544.534158545604,46.729105960818494,15.0,10.0,On Time,414.17690017730973,0.5910662378294805,1.0,9981.437455935235,6.5
APP00041,58215.126788494665,1027.5362759027212,7481.825831871804,20235.928956032312,98.0,BC,Unemployed,0.0,554.948473177247,47927.64344706332,18.85597393229616,7.0,2.0,Late <30,271.1167186422632,0.36984613448561643,0.0,0.0,8.5
APP00046,56701.8464323961,760.6543050269763,5015.841533428929,3699.661717740634,74.0,ON,Full-time,448.0,809.7925049222545,49645.86229309155,2.887821911618865,3.0,4.0,On Time,43.01052268536077,0.19357140625077976,1.0,25000.0,3.5
APP00047,105449.30055969083,2608.47326186136,5543.787864276865,38936.14220148618,88.0,BC,Unemployed,0.0,693.7187334576292,153425.93961050193,19.56692004086991,18.0,6.0,On Time,900.6219277662079,0.5043878653459734,1.0,15000.0,6.5
APP00051,66286.61706347074,1589.7720984316759,7417.790290471219,22199.803017682916,97.0,ON,Full-time,306.0,800.8307025576057,62861.33702870323,29.848942361234847,14.0,1.0,On Time,562.9033277159762,0.5102694284089124,1.0,18228.819692454454,5.5
APP00053,59021.886996482826,1449.6964446168683,5701.587908084763,11391.103822800274,50.0,BC,Part-time,339.0,843.9511843672462,74035.80742589934,93.43579223739015,5.0,10.0,On Time,1487.9446841507095,0.666744032154785,1.0,11804.377399296565,4.5
APP00054,64687.941527551935,1020.1989393959298,4378.47941661585,11345.043659228708,56.0,BC,Part-time,237.0,706.4667560363059,80124.90440942923,23.869119765203347,14.0,1.0,On Time,755.7334190034768,0.39258327624011324,1.0,15000.0,6.5
APP00055,38845.7142519451,1148.3290542866428,1352.2721615683743,19849.325684468873,53.0,BC,Full-time,372.0,621.8591736751413,82614.29861455454,25.68744114447266,10.0,2.0,On Time,636.6449800059778,0.4329721490316373,0.0,0.0,8.5
APP00056,54246.995777327356,1212.043230821533,7193.3401034382805,11381.037698453325,92.0,ON,Part-time,379.0,472.0220859765682,97307.9160864654,17.12823959472217,0.0,0.0,Last 30-60,500.0139903576298,0.3763673000005189,0.0,0.0,5.5
APP00058,31281.640993415385,620.1178828197199,8418.454723040772,11853.497137005323,34.0,BC,Full-time,222.0,753.1759433021839,32979.27984646571,7.803362610558384,13.0,2.0,On Time,77.20478378311564,0.4039152220695701,1.0,8602.451273189232,5.5
APP00060,50449.29281105734,455.49373382427433,3241.562107402219,14957.58745606068,99.0,BC,Unemployed,0.0,497.1859850157237,56567.966054206176,19.769685785832262,20.0,0.0,On Time,335.4992743305845,0.2948831738386534,0.0,0.0,7.5
APP00064,30187.517674832314,521.3036979597315,7974.893389669562,32356.041984593692,75.0,BC,Unemployed,0.0,701.6645900433854,38229.921944132315,49.710770078274805,8.0,9.0,On Time,570.1316579625462,0.8666719303199785,1.0,6583.420431077116,6.5
APP00065,33810.25879707667,655.0553861544302,1998.1848499566668,14287.087528854267,33.0,BC,Unemployed,0.0,659.5859247975203,58543.86277753656,28.30904331987937,12.0,1.0,Late <30,497.1962242447067,0.5610832779788544,0.0,0.0,8.5
APP00066,45209.92565224732,449.9973386503007,5385.738056089469,26039.616504682646,49.0,ON,Full-time,598.0,560.3245516897787,88698.93865953927,14.403989542711773,3.0,3.0,On Time,383.285575470491,0.4285266262138216,0.0,0.0,7.5
APP00068,38012.146034360914,792.4772514971316,1274.903524614034,44389.64993574043,61.0,ON,Full-time,326.0,768.3873021694349,46766.5174249513,28.78779476180312,5.0,7.0,On Time,403.8914716061362,0.7980790831089369,1.0,10453.340159449252,4.5
APP00069,78550.87117536212,1391.2947809942266,908.6238814764035,16379.487496499942,59.0,ON,Full-time,92.0,723.7062845397163,60727.13460845806,37.70387762512855,18.0,7.0,On Time,753.9828146279716,0.40279561732130587,1.0,15000.0,6.5
APP00072,56488.120485728236,1141.871573716784,6934.406154947449,45049.59781963179,89.0,ON,Part-time,286.0,757.6271523031933,103158.84483640657,43.965089624376596,9.0,8.0,On Time,1360.616357633932,0.8187156873622757,1.0,14122.030121432059,5.5
APP00075,78998.22537099513,1695.846678066966,4651.986007291873,26392.935968933907,21.0,ON,Full-time,190.0,683.3519621756997,110686.78675931197,12.919320528195888,1.0,2.0,On Time,428.999422913886,0.44304299237381134,1.0,15000.0,5.5
APP00077,48546.727465439304,624.1743320053353,2668.089711803723,16387.99283565525,83.0,BC,Full-time,423.0,568.7783641895636,24595.744140536546,21.07048198975193,0.0,8.0,On Time,155.47325518131655,0.3142425713027959,0.0,0.0,7.5
APP00079,34512.55246701051,530.5722916356433,7501.655971320736,18092.509466936917,21.0,BC,Part-time,1.0,941.9214592578315,39195.56295820136,53.72865266512568,4.0,5.0,On Time,631.7774364585799,0.5928712506786188,1.0,6902.510493402102,4.5
APP00080,54185.11036477159,1227.788661025459,2854.515106956741,23926.376002018147,76.0,ON,Part-time,439.0,725.5921474244276,75775.14727399642,24.199027088542596,18.0,6.0,Last 30-60,550.1054524565233,0.5527021080311602,0.0,0.0,6.5
APP00081,91257.51034493605,1195.993732114561,653.7751269100033,44566.035943577255,34.0,ON,Part-time,439.0,703.0382768377639,59711.40016981273,32.091502343838044,2.0,10.0,On Time,574.868561551019,0.40866905444505425,1.0,15000.0,5.5
APP00082,151181.59474958104,1893.613818550314,6471.405434074942,14835.491594433968,76.0,ON,Part-time,443.0,834.330255219739,108736.91855714939,29.30522084989037,3.0,7.0,On Time,610.8755547943725,0.26151170549802166,1.0,25000.0,3.5
APP00083,51718.21179298681,1002.0520973943354,5947.244352038754,18069.249161459644,82.0,ON,Part-time,77.0,638.5916939895017,58912.39761984683,11.668090467971785,15.0,8.0,On Time,206.21855553404956,0.4061272964606704,0.0,0.0,8.5
APP00084,46114.27279681945,803.2468276354027,9980.80976673326,43377.33096115416,37.0,ON,Part-time,170.0,900.0,26254.705414194705,53.85773894293544,4.0,6.0,On Time,424.20572106641157,0.6580450669609218,1.0,9222.85455936389,4.5
APP00089,45587.98239864997,795.1707314781626,4635.797206478774,34335.16243037652,25.0,BC,Part-time,268.0,652.1749389575966,42739.001541501035,33.006121936020044,14.0,4.0,On Time,423.1946088907595,0.5918455070773568,0.0,0.0,8.5
APP00090,37112.592711536134,521.9005021457848,2497.024990249028,49001.13857544314,67.0,ON,Part-time,265.0,639.8004836221843,28773.716962382416,31.366498889773958,9.0,5.0,Late>60,270.75922834657143,0.7316203118470819,0.0,0.0,10.5
APP00091,112606.03108528709,2155.9581648309286,944.1065553005124,17321.672618835277,59.0,BC,Full-time,170.0,651.4344332966186,171454.06171060447,23.779162640465266,4.0,1.0,Late>60,1223.1102056354496,0.41547173039908364,0.0,0.0,9.5
APP00093,44471.999817130774,587.1037011041327,9325.523551078397,8994.17768677203,87.0,BC,Part-time,443.0,629.5495605859351,25440.365685606124,33.443404825687885,18.0,8.0,On Time,255.2437345611793,0.3001005857640951,0.0,0.0,8.5
APP00098,33423.50800871601,505.7685178027626,2239.515713121398,28249.231783644776,22.0,BC,Full-time,258.0,800.8582872797537,41239.92411775707,59.59788768647542,1.0,2.0,On Time,737.3437097306563,0.7505816016072001,1.0,7353.171761917523,4.5
APP00100,51729.54161633858,1166.8581271376177,5622.790881373108,23407.03750862472,23.0,BC,Unemployed,0.0,705.280287794311,74702.23712936763,38.332670511755595,15.0,0.0,Last 30-60,859.0608727113254,0.6328600733425439,0.0,0.0,6.5
APP00101,28979.550299388884,312.2467207914931,561.9161897908949,6101.680297617657,22.0,ON,Full-time,159.0,620.2486227926015,55694.05608168361,35.22408622112106,14.0,4.0,On Time,588.5316700275525,0.44879735753681355,0.0,0.0,8.5
APP00106,50025.02989160655,566.8234141210341,810.3937675559547,6724.644756209093,37.0,ON,Full-time,475.0,687.7624142974911,69573.90875851455,36.33312871048727,15.0,3.0,On Time,758.351334544442,0.36627602494037304,1.0,15000.0,6.5
APP00107,64897.88278269721,932.908619468261,6118.151197091648,34735.21512093531,81.0,BC,Unemployed,0.0,681.8435685877245,95291.39892648603,35.449250159915785,2.0,6.0,On Time,1013.40259159,0.5525667469971269,1.0,15000.0,5.5
APP00109,74809.175109492,1301.9973241813877,1546.2379096384843,7147.191328505755,70.0,BC,Unemployed,0.0,730.6930358091308,73540.6558745143,25.145286153633066,3.0,6.0,On Time,554.7602507671555,0.33223304148545585,1.0,15000.0,5.5
APP00110,87697.74314103147,1365.4745729472445,701.0182237967877,25575.416463428206,43.0,ON,Part-time,192.0,622.2322005488159,67952.53299472899,8.628695586297685,7.0,7.0,On Time,175.9025164588097,0.31589952041473895,0.0,0.0,8.5
APP00111,60934.07315690487,656.9458505737905,2570.517074667591,1060.022064891332,59.0,ON,Part-time,573.0,731.4286912767319,101446.17226173067,49.76754571935636,14.0,10.0,On Time,1514.6181048268147,0.433917741557902,1.0,15000.0,6.5
APP00114,35940.3590813291,570.881761676143,3261.7181957829,40718.88872810699,38.0,ON,Full-time,461.0,692.584626722201,61444.83308813382,24.8860635939651,16.0,5.0,On Time,694.6855724020605,0.8304204163213732,1.0,9883.598747365504,6.5
APP00116,49233.043539249535,919.300935485407,3163.83030616568,30055.131680940096,46.0,BC,Full-time,288.0,761.2152143764869,41804.49247837175,20.09736663270377,7.0,9.0,On Time,252.04806366958326,0.6327752476628602,0.0,0.0,8.5
APP00117,49699.560535022196,877.5291528839853,1020.4268400480498,4342.938773236934,93.0,ON,Part-time,472.0,872.2242498996634,92640.22797920377,15.93452102054829,9.0,4.0,On Time,442.8532980249025,0.3420797154562814,1.0,18637.335200633323,5.5
APP00119,36857.38423697323,848.8955343692842,5518.895297292977,46576.885853637315,32.0,ON,Unemployed,0.0,649.8633817841005,47524.05323826079,25.32989791726982,15.0,2.0,On Time,361.13382514201265,0.8488945124341901,0.0,0.0,8.5
APP00120,25717.123736004636,583.3405540278312,734.5286672139184,17583.976045874126,50.0,ON,Part-time,163.0,731.6834410888936,42203.013495755826,24.16017572881596,17.0,10.0,On Time,305.8896667029157,0.6610768062480415,1.0,6429.280934001159,6.5
APP00122,106579.03061851305,1534.3275890065472,6906.164882827363,34837.00919151914,28.0,ON,Part-time,248.0,637.6488039108706,189600.91745465487,24.515155583906996,6.0,9.0,On Time,1394.4287970757116,0.4474276005814107,0.0,0.0,8.5
APP00127,57407.7130939867,1242.4814935281508,6936.454405170486,25499.068040388407,24.0,ON,Unemployed,0.0,755.5607164932138,98145.10645781535,73.11166850167736,13.0,5.0,On Time,2080.133080672779,0.7214258419860003,1.0,14351.928273496675,5.5
APP00129,142389.31237414278,1777.2389304419999,6416.564052143376,13811.287629247929,73.0,ON,Full-time,285.0,728.5157949035697,126324.46022465121,32.913327082404685,15.0,5.0,On Time,1247.3274833646499,0.2898171205699488,1.0,15000.0,5.5
APP00130,70700.21768766118,902.2267587399745,4998.0020738161975,14633.816995690777,97.0,ON,Full-time,445.0,771.2703525109761,93529.75570164723,37.64999061019746,15.0,9.0,On Time,1056.4183271823242,0.40695652843142,1.0,19442.559864106825,5.5
APP00131,86255.56409688911,1039.1489613550732,3149.06220837555,33703.365126914505,22.0,BC,Full-time,68.0,718.9568812798273,77899.85129115093,52.283086577655325,14.0,6.0,On Time,1221.8534008325155,0.45521979020199144,1.0,15000.0,6.5
APP00133,38669.496700049174,902.0122332230293,9776.18268025579,13030.070685902481,71.0,ON,Full-time,178.0,801.4300146431431,55717.71790308473,25.62806927910435,12.0,9.0,On Time,428.38126034815446,0.5341560954361433,1.0,10634.111592513524,5.5
APP00134,62371.66744654319,1390.2117506300872,6285.047465379888,15074.318641320619,86.0,BC,Unemployed,0.0,818.3426659001809,40854.46857610924,34.36061456329856,3.0,1.0,On Time,421.1353943796248,0.43550095039983433,1.0,15592.916861635798,4.5
APP00138,40406.19433828117,772.2620673139178,8564.794701633353,38921.8648226802,20.0,BC,Full-time,531.0,783.3060713141116,49129.12367748882,30.327871994730593,20.0,6.0,Late <30,446.9945322312506,0.675990755395706,0.0,0.0,5.5
APP00141,99752.07033654116,2459.6116979549683,4791.764133699856,2666.728815815544,85.0,BC,Unemployed,0.0,558.5744883989223,107662.57567492883,28.081569870483907,8.0,2.0,Last 30-60,907.0002423755325,0.41462162658000346,0.0,0.0,8.5
APP00144,44171.12081893754,1462.0433519555454,2586.7264096059494,46578.00117674107,84.0,ON,Part-time,556.0,758.5738422487717,67630.38947590113,16.119335630937552,7.0,8.0,On Time,327.0470840439232,0.7381149039172873,1.0,11042.780204734385,5.5
APP00147,78613.07347408487,1321.3806119604249,9578.382874448778,24485.225107838283,37.0,ON,Unemployed,0.0,526.0095724332151,151795.6092832084,18.71261636551644,7.0,8.0,Late>60,852.1479007459513,0.4439086483853381,0.0,0.0,10.5
APP00149,54837.49768527746,469.5250848088439,8087.281476615394,47817.35431239526,77.0,ON,Part-time,150.0,766.4127830729672,102767.96749316611,33.89611839223694,2.0,0.0,On Time,1045.0305579233748,0.6453415410811129,1.0,13709.374421319366,4.5
APP00150,34655.392487002544,571.6676057637012,8384.79619125272,31136.52049927308,65.0,BC,Unemployed,0.0,726.316381481455,60193.03375229549,21.982341967695433,17.0,3.0,On Time,396.95515560479777,0.658847552360679,1.0,8663.848121750636,6.5
APP00151,65388.90798265148,1295.0986061305227,7878.40973086674,32031.41590631238,74.0,ON,Part-time,555.0,565.74073619866,90964.26238836044,14.826794627214948,6.0,10.0,On Time,404.612531054494,0.48827613669528663,0.0,0.0,8.5
APP00153,71010.1496814308,1642.4721207292168,4081.689433956045,62802.700775370475,25.0,ON,Unemployed,0.0,706.4174768374689,44892.41698856107,10.75872851454293,4.0,9.0,On Time,144.89559802247504,0.5143359867283784,1.0,15000.0,5.5
APP00154,42323.6943467052,599.8819194642002,7577.098219647282,32426.902486010582,36.0,BC,Part-time,321.0,572.3674334623413,45855.298224667575,23.097840148837875,3.0,4.0,On Time,317.74750451119826,0.5359938051918802,0.0,0.0,7.5
APP00160,55672.528527602306,739.1533782012962,8597.135395273333,45911.53682160915,26.0,ON,Part-time,196.0,530.7617918244188,28256.71104817261,50.44357095107112,15.0,3.0,Late <30,427.6108225807231,0.5483732187595388,0.0,0.0,8.5
APP00163,68814.70719213948,930.2858497325661,3954.222086492414,2308.142026684005,33.0,BC,Part-time,275.0,794.9352663820139,116583.91527113649,38.39048207631938,14.0,9.0,On Time,1342.713812881111,0.42139221115889997,1.0,17203.67679803487,5.5
APP00166,47624.31544317684,1176.613982632397,5470.044780484602,38117.45132482394,77.0,BC,Part-time,587.0,605.9806076961798,65117.19208449883,30.870678410925635,20.0,0.0,Last 30-60,603.0635687589106,0.7365651929524587,0.0,0.0,8.5
APP00167,61462.80529917702,716.8762977612231,2011.1220957020792,48658.01473825219,20.0,BC,Unemployed,0.0,781.9396610181093,101613.51027514502,25.702812803135743,9.0,1.0,On Time,783.5259098614688,0.577938342129638,1.0,15365.701324794254,5.5
APP00168,30594.152158275643,556.283190930121,5307.51877760449,31699.315620658515,59.0,ON,Part-time,280.0,701.3282824915758,44535.22399114246,12.793112967174153,20.0,6.0,On Time,170.923245461127,0.658237912786372,1.0,7648.538039568911,6.5
APP00169,35616.554941079325,478.60662426186724,8871.926078913924,6638.82772630668,28.0,ON,Unemployed,0.0,663.0041864035314,19598.335742706633,30.530002201006827,15.0,5.0,On Time,179.5011700082713,0.2888339854803577,1.0,15000.0,5.5
APP00170,82560.85864368865,1568.4460267519707,4181.336881036371,5494.631861195262,74.0,BC,Part-time,546.0,744.3479246215536,47339.6632935674,40.9294041777625,12.0,5.0,On Time,581.2752637744824,0.326543604439195,1.0,15000.0,6.5
APP00171,142662.617287281,1644.5849875821896,2536.7291288369042,48741.74096198135,43.0,BC,Full-time,481.0,315.3352574286166,141257.7020311123,8.990336327070988,5.0,7.0,On Time,380.9862750146635,0.2933766581135546,0.0,0.0,6.5
APP00173,53495.56439763456,1042.0673596056288,8280.060008795128,11103.395726679502,46.0,BC,Part-time,488.0,804.438599612241,91747.24758492959,32.96651828777846,5.0,8.0,On Time,907.3761946085758,0.5120152562290982,1.0,13373.89109940864,4.5
APP00176,63208.5313273236,1424.392702019171,2309.195671224299,35020.89205579621,56.0,ON,Full-time,536.0,663.3122992903068,78191.54524801348,28.018820970380165,14.0,8.0,On Time,657.2504723104408,0.5946545259436186,1.0,15000.0,6.5
APP00177,100198.36570053452,2046.5639456947242,3166.665183592269,40631.72353589709,60.0,BC,Unemployed,0.0,613.986753394383,128174.77499373368,24.596863483501046,15.0,3.0,Late>60,945.8092327647993,0.5043585118491373,0.0,0.0,10.5
APP00178,58268.16696910102,738.8868141953386,1049.4635413222243,16342.412956551127,55.0,BC,Unemployed,0.0,643.8206600318083,29633.987785804446,13.935459065600575,7.0,8.0,On Time,123.88896712187558,0.28339424793394136,1.0,15000.0,5.5
APP00180,66595.26213646546,1353.3560063474652,7328.354295709879,41399.57866859702,39.0,ON,Part-time,474.0,630.6547623367044,118778.69876071744,12.83020996663749,18.0,3.0,On Time,457.1866933991967,0.550044545850616,0.0,0.0,8.5
APP00185,74225.19171064244,991.7830719174691,2889.1442338480692,19106.776169634297,92.0,ON,Part-time,562.0,621.4455155814614,54209.605869395324,6.997294031254711,20.0,8.0,Late <30,113.79616547597708,0.33985638593162876,0.0,0.0,8.5
APP00186,37628.90421985088,414.04271262589236,3201.418622348923,17545.828473019465,27.0,ON,Full-time,36.0,725.9202571795444,56905.98062278712,14.117579632941812,12.0,2.0,Late>60,241.01241390985226,0.3767624931590986,0.0,0.0,8.5
APP00189,41032.58946793839,656.3290681211255,9055.149076383655,29626.377561474266,29.0,ON,Unemployed,0.0,436.483303321098,51050.66085761586,24.26338003206075,13.0,9.0,On Time,371.5984755828546,0.5605453310362116,1.0,10258.147366984598,5.5
APP00191,34193.24882872436,574.6135870429504,9424.750691472265,35152.338705721064,76.0,ON,Part-time,503.0,663.3799484923084,24718.67275681683,16.40274635628464,7.0,4.0,On Time,121.63623584822092,0.6144440943296422,1.0,8548.31220718109,6.5
APP00192,34399.086669644676,765.9198679422624,9016.772727267808,34893.950503495405,79.0,ON,Unemployed,0.0,683.2376677858329,43489.70786666221,35.5099869299233,13.0,6.0,Late <30,463.29568737940724,0.7939864539839686,0.0,0.0,6.5
APP00195,181285.56566446068,3098.801919513699,2337.42451377721,45043.98501872146,47.0,ON,Unemployed,0.0,692.3125291457277,172245.15073411423,50.74809866145159,11.0,7.0,On Time,2593.7629166295055,0.46626223290665897,1.0,15000.0,6.5
APP00196,80180.85123926077,752.4528025391983,6580.692858338689,32467.856632899613,38.0,ON,Full-time,534.0,689.7536336740078,124360.85587893,6.591166024191181,9.0,4.0,On Time,245.90491440256184,0.29519169010213164,1.0,15000.0,5.5
APP00197,81744.27751353802,782.2692924412571,9687.360198688266,13956.854172673602,37.0,ON,Unemployed,0.0,708.8354979678652,134210.23215864055,25.71439606603059,17.0,9.0,On Time,1035.3405197523596,0.3282894664282953,1.0,15000.0,6.5
APP00199,62374.21607571001,1244.372494401123,6760.253361810715,11238.81339968276,34.0,BC,Unemployed,0.0,734.1582531229938,39472.01422023254,20.850640960856783,7.0,3.0,On Time,246.90503895237057,0.3517688013504699,1.0,15000.0,6.5
APP00203,50128.98586358014,517.6585304425088,5762.632311447823,43610.2789258736,83.0,ON,Part-time,46.0,483.766514377636,52410.55277132154,43.224491823601866,4.0,5.0,On Time,679.6258529203326,0.599794958858584,0.0,0.0,9.5
APP00205,47489.130491495154,1096.8771953511946,6445.769074128301,34245.83667838019,36.0,BC,Full-time,542.0,587.0925639814998,76380.14523255249,12.567422203608766,9.0,3.0,On Time,287.9704599331327,0.6095431263542057,0.0,0.0,8.5
APP00206,58823.65826834782,1253.474083214549,4450.214034745498,9437.604513455752,90.0,BC,Part-time,39.0,803.0404727614973,96760.62781075036,3.6542485304575725,7.0,5.0,On Time,102.13649468135362,0.334301965203961,1.0,22058.871850630432,5.5
APP00208,79099.00566556909,1969.597324084814,1719.2270887634763,16827.71216787458,66.0,BC,Full-time,429.0,636.1220443946806,97688.92362007294,33.27098196645601,7.0,0.0,Late <30,1471.3685059007187,0.599426100103012,0.0,0.0,8.5
APP00209,74845.12325023332,1093.6987573951628,4296.954558145409,32130.303610068404,21.0,BC,Unemployed,0.0,724.235060486415,92638.72451797321,72.3187553741705,6.0,3.0,On Time,2009.8551769771425,0.6521407727381908,1.0,14969.024650046664,6.5
APP00211,55306.70098757746,1152.4714829927027,3496.1199184429547,37612.51369807582,59.0,ON,Unemployed,0.0,790.8438776262466,31920.02919361678,36.00301994874553,10.0,9.0,On Time,344.7652343466974,0.569684052325902,1.0,13826.675246894365,5.5
APP00213,63179.15842622232,529.7493698581175,3512.1963317685654,30596.141351724324,98.0,ON,Part-time,279.0,642.3228392748244,35907.08955746063,35.77370783126856,11.0,0.0,On Time,385.35891926993725,0.34815136674926134,0.0,0.0,8.5
APP00217,21702.04592894798,484.8262879280179,7396.815350407376,15021.539634826424,38.0,BC,Part-time,422.0,760.1652008910347,42147.488497857754,27.641216143553915,19.0,1.0,On Time,349.5023518431716,0.710518169405573,1.0,5425.511482236995,5.5
APP00218,68057.66824571267,1296.0653420968779,8778.672294233424,22703.82018108895,45.0,BC,Full-time,68.0,807.3476855691712,58572.2007268631,46.99805526467196,17.0,4.0,On Time,876.0282305754066,0.5030806817190113,1.0,18715.858767570986,5.5
APP00219,45560.47918329068,384.939095838152,8902.433178914065,35544.59665793358,62.0,BC,Unemployed,0.0,533.341382121469,64489.2516998745,55.687899337510395,14.0,2.0,On Time,1077.3812871041946,0.6660136139062578,0.0,0.0,8.5
APP00220,52738.34100439021,853.6454197495076,1492.8957074491823,15960.030886309009,72.0,BC,Part-time,51.0,622.5141747970683,34316.7589646532,19.98884630966908,7.0,7.0,On Time,250.06705724789958,0.35000693080910933,0.0,0.0,8.5
APP00221,55452.799485051895,481.79937241920015,9661.607400253964,14614.582209703061,74.0,ON,Full-time,163.0,664.7490378804877,95410.67555331124,58.4425025248119,20.0,4.0,On Time,1672.8115940755204,0.561136344465669,1.0,12199.615886711419,6.5
