applicant_id,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,estimated_debt
APP00072,757.6271523031933,103158.84483640657,43.965089624376596,9,8,On Time,1360.616357633932
APP00073,585.8502274429453,84382.30231205009,11.42734087530615,2,4,Last 30-60,289.2795997088792
APP00074,560.3594959873748,134794.03244741104,59.52644697328579,14,5,On Time,2407.1429474388533
APP00075,683.3519621756997,110686.78675931197,12.919320528195888,1,2,On Time,428.999422913886
APP00076,473.4132534929364,92289.45797266354,31.012694574406858,15,4,On Time,858.6434317631316
APP00077,568.7783641895636,24595.744140536546,21.07048198975193,0,8,On Time,155.47325518131655
APP00078,736.2449138283262,22579.062968526618,20.281179773131978,19,1,Late>60,137.37901055206657
APP00079,779.3644531184214,39195.56295820136,53.72865266512568,4,5,On Time,631.7774364585799
APP00080,725.5921474244276,75775.14727399642,24.199027088542596,18,6,Last 30-60,550.1054524565233
APP00081,703.0382768377639,59711.40016981273,32.091502343838044,2,10,On Time,574.868561551019
APP00082,834.330255219739,108736.91855714939,29.30522084989037,3,7,On Time,955.9678238561416
APP00083,638.5916939895017,58912.39761984683,11.668090467971785,15,8,On Time,206.21855553404956
APP00084,900.0,26254.705414194705,53.85773894293544,4,6,On Time,424.20572106641157
APP00085,691.5273275818624,31403.262174243457,14.279742116251986,15,7,On Time,134.52914563717417
APP00086,738.3032524115079,165742.56408447158,29.639209599309048,15,8,Last 30-60,1473.7435789279693
APP00087,509.7452395236601,42191.48729383475,46.75765652877582,10,9,On Time,591.8325213970003
APP00088,456.42826292492305,36292.309320804234,33.714005427489866,17,7,On Time,367.0677340253205
APP00089,652.1749389575966,42739.001541501035,33.006121936020044,14,4,On Time,423.1946088907595
APP00090,639.8004836221843,28773.716962382416,31.366498889773958,9,5,Late>60,270.75922834657143
APP00091,651.4344332966186,171454.06171060447,23.779162640465266,4,1,Late>60,1223.1102056354496
APP00092,524.7692277476363,50372.7364839415,37.08084530887076,11,9,Late <30,560.3590948036635
APP00093,629.5495605859351,25440.365685606124,33.443404825687885,18,8,On Time,255.2437345611793
APP00094,604.6032469810273,121170.77265697878,7.851556389529833,2,5,On Time,285.4137462837505
APP00095,385.843090009398,41125.104355293806,17.01076526341307,15,6,On Time,209.8708489863808
APP00096,564.3359596076732,98868.91723762744,21.37393258261243,12,10,Last 30-60,633.965271465881
APP00097,753.0763413262711,85306.34185597437,50.00603378380046,20,8,Last 30-60,1279.7495438466858
APP00098,800.8582872797537,41239.92411775707,59.59788768647542,1,2,On Time,737.3437097306563
APP00099,732.3515825806805,75781.0710228847,9.521343919340385,12,1,On Time,216.4612919354535
APP00100,705.280287794311,74702.23712936763,38.332670511755595,15,0,Last 30-60,859.0608727113254
APP00101,620.2486227926015,55694.05608168361,35.22408622112106,14,4,On Time,588.5316700275525
APP00102,649.4992672900729,112816.82913513189,30.65870266037345,0,8,Late <30,1037.6452858620494
APP00103,736.6015946973323,62689.2754677452,26.674747882131513,5,6,On Time,501.6661854046786
APP00104,756.9000051084288,61864.42465693069,19.80066020324128,15,1,On Time,367.4869353902718
APP00105,611.2887017781039,29581.613001305774,37.36003567811412,17,0,On Time,331.5510351434845
APP00106,687.7624142974911,69573.90875851455,36.33312871048727,15,3,On Time,758.351334544442
APP00107,681.8435685877245,95291.39892648603,35.449250159915785,2,6,On Time,1013.40259159
APP00108,686.9257123147781,77732.11279114967,37.25867603894621,12,5,Last 30-60,868.8586824924819
APP00109,730.6930358091308,73540.6558745143,25.145286153633066,3,6,On Time,554.7602507671555
APP00110,622.2322005488159,67952.53299472899,8.628695586297685,7,7,On Time,175.9025164588097
APP00111,731.4286912767319,101446.17226173067,49.76754571935636,14,10,On Time,1514.6181048268147
APP00112,563.0983019763953,50372.3435996003,12.01243006750933,4,1,On Time,181.52827644802497
APP00113,635.3985474942199,109201.65607005163,24.95365313459362,17,7,On Time,817.4940741885774
APP00114,692.584626722201,61444.83308813382,37.68613988017693,16,5,On Time,694.6855724020605
APP00115,690.214753588951,71122.2323854488,28.522710904549598,3,4,Late <30,608.5796619649053
APP00116,604.7591337181136,41804.49247837175,20.09736663270377,7,9,On Time,252.04806366958326
APP00117,872.2242498996634,92640.22797920377,15.93452102054829,9,4,On Time,442.8532980249025
APP00118,661.1872076308493,75048.94777596707,34.36079133739022,10,3,Late <30,773.62237038621
APP00119,649.8633817841005,47524.05323826079,25.32989791726982,15,2,On Time,361.13382514201265
APP00120,731.6834410888936,42203.013495755826,24.16017572881596,17,10,On Time,305.8896667029157
APP00121,800.4337623250642,24431.2801578781,32.24590397679337,13,5,Last 30-60,236.34261420032232
APP00122,637.6488039108706,189600.91745465487,24.515155583906996,6,9,On Time,1394.4287970757116
APP00123,635.1742639570061,56756.30472951112,14.750858578938894,18,1,Late <30,251.16126735845373
APP00124,510.1043293659434,102424.98817445397,37.011739286350846,19,8,On Time,1137.2780876161376
APP00125,731.5723971010455,102009.96753850399,16.396897349306773,16,0,On Time,501.79408990048967
APP00126,523.96487757758,52266.22614439872,22.30736884530229,4,10,On Time,349.7765954265252
APP00127,755.5607164932138,98145.10645781535,49.03727066245498,13,5,On Time,1443.8304448702047
APP00128,608.9394662119813,28760.83310299876,26.88190825564402,16,6,On Time,231.94382304921066
APP00129,728.5157949035697,126324.46022465121,32.913327082404685,15,5,On Time,1247.3274833646499
APP00130,771.2703525109761,93529.75570164723,37.64999061019746,15,9,On Time,1056.4183271823242
APP00131,718.9568812798273,77899.85129115093,52.283086577655325,14,6,On Time,1221.8534008325155
APP00132,576.6261620355212,83967.82779183472,11.461176875034345,7,4,On Time,288.7110378403927
APP00133,801.4300146431431,55717.71790308473,25.62806927910435,12,9,On Time,428.38126034815446
APP00134,818.3426659001809,40854.46857610924,34.36061456329856,3,1,On Time,421.1353943796248
APP00135,629.4707168923242,141209.78507452636,34.70333152017445,11,8,On Time,1470.1349956001611
APP00136,640.222662796022,33258.18231317644,26.511728097684973,7,8,Last 30-60,264.51956595305074
APP00137,835.8891409865207,59247.516635700915,56.409554117048,7,8,Late>60,1002.6377987886816
APP00138,783.3060713141116,49129.12367748882,30.327871994730593,20,6,Late <30,446.9945322312506
APP00139,851.9041001285038,123151.93005287422,23.313275726410104,1,4,On Time,861.3224704686681
APP00140,572.0010294114375,93832.06343065275,32.69859787405396,5,0,On Time,920.4530729434915
APP00141,558.5744883989223,107662.57567492883,28.081569870483907,8,2,Last 30-60,907.0002423755325
APP00142,634.1582967242803,45783.43045750524,45.851190112152906,12,9,On Time,629.7674321680813
APP00143,862.6616818247437,63198.61196763562,25.4627090839886,16,9,On Time,482.7623613131358
APP00144,758.5738422487717,67630.38947590113,16.119335630937552,7,8,On Time,327.0470840439232
APP00145,899.3916464734627,132918.34517268126,13.46329585023575,3,5,On Time,536.8557014950688
APP00146,679.9051091521493,110835.06694928247,31.359518269149646,18,2,On Time,1042.7202920575342
APP00147,526.0095724332151,151795.6092832084,18.71261636551644,7,8,Late>60,852.1479007459513
APP00148,485.8299226797295,156633.54129403466,21.59007016226122,8,9,On Time,1014.5187438904946
APP00149,766.4127830729672,102767.96749316611,33.89611839223694,2,0,On Time,1045.0305579233748
APP00150,726.316381481455,60193.03375229549,21.982341967695433,17,3,On Time,396.95515560479777
APP00151,565.74073619866,90964.26238836044,14.826794627214948,6,10,On Time,404.612531054494
APP00152,724.1600975186286,62145.87050606684,27.785803569494906,2,4,Late <30,518.0318851610521
APP00153,706.4174768374689,44892.41698856107,10.75872851454293,4,9,On Time,144.89559802247504
APP00154,572.3674334623413,45855.298224667575,23.097840148837875,3,4,On Time,317.74750451119826
APP00155,698.573210347533,77349.86305964839,10.560828121945546,10,8,On Time,245.06358270869148
APP00156,900.0,31433.742547598278,41.06218511533995,8,9,On Time,387.2214466072254
APP00157,704.2101462017121,56120.79003607359,60.94240545140357,12,3,On Time,1026.040782189446
APP00158,622.5847072248804,43146.12971188608,12.95754272842396,2,2,Last 30-60,167.72034579236595
APP00159,695.2807151672232,37567.344527244575,44.223034776549156,17,3,Late>60,498.4025950472821
APP00160,530.7617918244188,28256.71104817261,50.44357095107112,15,3,Late <30,427.6108225807231
APP00161,573.9471725076188,27983.29369801034,27.34093476776072,13,5,Late <30,229.5268222753171
APP00162,677.7955416265088,30937.92818967822,71.09463136171522,1,10,On Time,659.8561799221171
APP00163,794.9352663820139,116583.91527113649,38.39048207631938,14,9,On Time,1342.713812881111
APP00164,637.2767599430301,113237.9006721526,43.26183275890995,9,1,Last 30-60,1469.6637362546164
APP00165,622.1865217224708,75118.16336251659,38.68039877664843,3,3,On Time,871.6801542694691
APP00166,605.9806076961798,65117.19208449883,30.870678410925635,20,0,Last 30-60,603.0635687589106
APP00167,781.9396610181093,101613.51027514502,25.702812803135743,9,1,On Time,783.5259098614688
APP00168,701.3282824915758,44535.22399114246,12.793112967174153,20,6,On Time,170.923245461127
APP00169,663.0041864035314,19598.335742706633,30.530002201006827,15,5,On Time,179.5011700082713
APP00170,744.3479246215536,47339.6632935674,40.9294041777625,12,5,On Time,581.2752637744824
APP00171,511.93697005673766,141257.7020311123,8.990336327070988,5,7,On Time,380.9862750146635
APP00172,711.5837199261443,95772.44566349221,17.614646959819154,20,1,On Time,506.0993456522635
APP00173,804.438599612241,91747.24758492959,32.96651828777846,5,8,On Time,907.3761946085758
APP00174,494.8777856211592,167288.84973558024,47.68134692484778,12,4,On Time,2392.967304270279
APP00175,633.9819196414235,22059.473621504767,40.8569718698236,7,8,Late <30,270.3849879650808
APP00176,663.3122992903068,78191.54524801348,28.018820970380165,14,8,On Time,657.2504723104408
APP00177,613.986753394383,128174.77499373368,24.596863483501046,15,3,Late>60,945.8092327647993
APP00178,724.6110918945656,29633.987785804446,13.935459065600575,7,8,On Time,123.88896712187558
APP00179,626.4882250635562,36306.5194343235,33.028068122452645,11,4,On Time,359.7402591497962
APP00180,630.6547623367044,118778.69876071744,12.83020996663749,18,3,On Time,457.1866933991967
APP00181,764.7236696462242,21688.409465848534,32.62939334654588,16,4,Late>60,212.30389305663624
APP00182,844.218213521624,179699.4104279802,22.387232457008725,1,10,On Time,1206.891742091583
APP00183,692.6884194185072,47363.413829315126,41.16092882910959,2,0,Late>60,584.8566317196314
APP00184,742.5522094333169,36356.5960584909,43.22324602511752,10,2,Late>60,471.43502882159095
APP00185,621.4455155814614,54209.605869395324,6.997294031254711,20,8,Late <30,113.79616547597708
APP00186,725.9202571795444,56905.98062278712,14.117579632941812,12,2,Late>60,241.01241390985226
APP00187,698.6033962951618,72152.14070832706,17.0672286506827,17,8,Last 30-60,369.43112493157474
APP00188,698.8822029703344,53225.34654477876,17.761001288682774,4,7,Last 30-60,283.6006345717208
APP00189,791.4051083436595,51050.66085761586,24.26338003206075,13,9,On Time,371.5984755828546
APP00190,524.1713826395687,118552.26279320035,18.5866365472471,20,8,On Time,661.046346117282
APP00191,663.3799484923084,24718.67275681683,16.40274635628464,7,4,On Time,121.63623584822092
APP00192,683.2376677858329,43489.70786666221,35.5099869299233,13,6,Late <30,463.29568737940724
APP00193,575.7152239449888,29107.0917231122,19.12413034410802,14,7,On Time,166.9943448152116
APP00194,530.8824115894541,23119.350687438255,20.49927381220156,16,1,On Time,142.17897003063217
APP00195,692.3125291457277,170368.4791511697,50.74809866145159,11,7,On Time,2593.7629166295055
APP00196,689.7536336740078,124360.85587893,6.591166024191181,9,4,On Time,245.90491440256184
APP00197,708.8354979678652,134210.23215864055,25.71439606603059,17,9,On Time,1035.3405197523596
APP00198,576.2385467246057,26712.194120890803,8.713551625191318,0,10,Late <30,69.8274247483542
APP00199,734.1582531229938,39472.01422023254,20.850640960856783,7,3,On Time,246.90503895237057
APP00200,767.6149502637409,71813.02805792142,27.515195061078874,13,10,On Time,592.7848424821312
APP00201,828.6383868220298,39575.44077170287,37.43038797202088,20,2,Last 30-60,444.3972306745716
APP00202,614.355265974882,82465.36460216313,25.71519844857487,13,2,Last 30-60,636.1839647636119
APP00203,483.766514377636,52410.55277132154,43.224491823601866,4,5,On Time,679.6258529203326
APP00204,527.3353087326728,66102.82073743094,33.41484571007932,16,1,Late <30,662.6446667826859
APP00205,587.0925639814998,76380.14523255249,12.567422203608766,9,3,On Time,287.9704599331327
APP00206,803.0404727614973,93166.89312003313,3.6542485304575725,7,5,On Time,102.13649468135362
APP00207,707.8749241831321,137976.81582875352,34.92076314331096,6,8,Late>60,1445.4767114472418
APP00208,636.1220443946806,147412.5918880463,33.27098196645601,7,0,Late <30,1471.3685059007187
APP00209,724.235060486415,92638.72451797321,72.3187553741705,6,3,On Time,2009.8551769771425
APP00210,825.1880324182168,80133.29779468605,25.603882498849394,5,10,On Time,615.5170622941347
APP00211,790.8438776262466,31920.02919361678,36.00301994874553,10,9,On Time,344.7652343466974
APP00212,667.9193077205163,33395.41117748991,13.484668065488798,15,2,Late <30,135.09781039168973
APP00213,642.3228392748244,35907.08955746063,35.77370783126856,11,0,On Time,385.35891926993725
APP00214,550.3192519885304,69309.71002849037,16.51757220044148,17,6,On Time,343.4484418761758
APP00215,646.0749750866736,38476.87450492191,17.80609303354313,4,8,On Time,205.536842122381
APP00216,559.0099355802221,47745.87142470217,27.493096091491637,19,3,On Time,393.8045493154024
APP00217,760.1652008910347,42147.488497857754,27.641216143553915,19,1,On Time,349.5023518431716
APP00218,807.3476855691712,62132.23260991039,46.99805526467196,17,4,On Time,876.0282305754066
APP00219,533.341382121469,64489.2516998745,55.687899337510395,14,2,On Time,1077.3812871041946
APP00220,622.5141747970683,34316.7589646532,19.98884630966908,7,7,On Time,205.7857262371234
APP00221,664.7490378804877,95410.67555331124,58.4425025248119,20,4,On Time,1672.8115940755204
APP00222,699.2331059869492,24396.007770173823,32.54047329816901,18,4,On Time,238.1572918281795
APP00223,738.7306216825706,76866.33797288392,17.778617230894017,6,3,On Time,409.9731602281311
APP00224,643.2459856957641,58955.46531607157,22.505622160368638,6,2,On Time,398.04882800766745
APP00225,814.8996208466069,53537.067470196474,50.80111065312736,5,0,On Time,815.9227465792188
APP00226,713.4009409274701,84449.12465173937,46.15663724529356,18,2,On Time,1169.3662836698736
APP00227,616.2489055255068,36210.901018499535,9.387549938522582,0,8,Late <30,101.97949248901878
APP00228,791.745692719036,254098.5869047058,32.79152672067352,18,9,On Time,2499.684180651312
APP00229,580.4635340353088,93257.65880860199,22.078665665933624,12,1,On Time,617.7014008868499
APP00230,701.111855565606,32810.640886897854,8.726489070689865,12,4,On Time,85.89650973055325
APP00231,737.2686893347172,44986.15606450461,31.80619149244247,0,8,On Time,429.25148828896073
APP00232,764.8282735656395,23377.487302512283,23.36354317721792,12,3,Late>60,163.85428019013284
APP00233,763.3133588147646,135158.9451407241,28.865498434626936,17,4,On Time,1170.4290958156198
APP00234,759.9538959847981,60744.28533357161,14.821508158960203,1,3,On Time,270.09657620452145
APP00235,613.9466773737116,61796.41967848638,44.96730468664769,3,0,On Time,833.6455296679343
APP00236,764.2110819997573,50151.54194231853,32.65038491833674,18,0,On Time,491.24014459944283
APP00237,686.8725696371479,158959.95182937177,47.333054336586486,19,10,On Time,2257.218011184247
APP00238,596.8565712223699,127861.09653249994,41.165809122345884,13,6,Late>60,1579.05164820922
APP00239,653.3820603765432,51459.89731014989,24.21191509066045,8,5,Last 30-60,373.7827992742366
APP00240,642.1959171522318,45385.13820552517,44.44785861857021,2,0,Late>60,605.1816619030355
APP00241,537.6390662997985,70172.76102118086,15.563250084962219,16,4,On Time,327.6348686774779
APP00242,809.4372350319074,96089.87141090688,25.442218273647715,16,6,Late <30,733.4218446969102
APP00243,715.6652961847426,16611.356503707306,45.469367593813494,17,2,On Time,226.5923625296856
APP00244,746.3362167531841,112318.40753560874,39.342299447633,5,5,On Time,1325.6593268241595
APP00245,590.188423688099,76680.41202508564,35.7194595435163,10,9,On Time,821.6948625330621
APP00246,688.2707183090209,139783.74457258542,49.04181976254669,9,0,On Time,2056.5747621187797
APP00247,568.1898717267669,146539.10423257668,48.89933981842035,15,1,On Time,2149.699636366706
APP00248,760.2972248597747,109541.62643557582,52.74770947400273,0,10,On Time,1733.4209659600472
APP00249,650.1116235167644,58816.98202131356,15.251156960263105,14,5,On Time,269.10810742080787
APP00250,869.3079375790487,92025.29385669724,69.73597267814814,13,0,On Time,1925.2420134267577
APP00251,697.1301453095365,24148.19399266494,19.300001267119605,0,9,On Time,139.818052397125
APP00252,564.1408973096325,120975.90002287041,37.576203791088886,12,9,Last 30-60,1363.744521920932
APP00253,612.2842805609903,76085.71167861238,35.11397255315097,11,10,Last 30-60,801.501477470926
APP00254,433.3092036967954,77344.84645952849,23.23063128747585,10,6,On Time,539.0308830263214
APP00255,602.5446094470337,33985.45083762624,37.7712890281073,20,7,Late>60,385.10228590155356
APP00256,684.0826973975168,86298.3093296758,20.11121172365012,9,10,Late <30,520.669071096648
APP00257,718.4515337257957,101909.58767792751,24.76054242840663,20,8,On Time,757.0010008682249
APP00258,472.8818215447536,40182.17031734074,14.251751118923314,2,2,On Time,171.7998872342784
APP00259,490.3616632201713,32704.96847771118,21.337842358637776,8,3,On Time,209.35603851648563
APP00260,755.7431336450754,55734.84226054244,44.7762881814318,12,7,On Time,748.6798076414076
APP00261,668.2053477512985,73220.08879995937,27.373115590836434,20,4,On Time,601.2785862877788
APP00262,646.3333751783293,33330.327138619745,28.833120698569793,5,6,On Time,288.30520359319183
APP00263,683.1432890832968,148894.8692329395,13.650375152330502,16,9,On Time,609.7412469860449
APP00264,649.697749212681,54787.62085878477,21.68318392978373,2,1,On Time,356.3910180468858
APP00265,519.3323960631012,154215.9730684912,32.14977535064086,4,9,On Time,1487.4026668897418
APP00266,693.4871799298146,63088.27563845487,33.831744551181835,6,4,On Time,640.3159276724259
APP00267,770.1636940439764,80147.71009918381,8.283660161406665,2,2,On Time,199.17491795297386
APP00268,791.2625659011012,44001.685107137346,56.06619862048255,16,5,Late>60,740.1021650558075
APP00269,698.4217296116587,42991.73962099295,32.69734333805104,20,2,On Time,421.71470132630964
APP00270,663.6943101073299,25749.99165599488,37.001780012934624,2,2,Late <30,285.8386579770074
APP00271,733.9259293890221,86029.32722998936,43.84188010577317,17,6,On Time,1131.5062349992563
APP00272,739.8111229582089,67976.03631775966,37.43593018113048,17,9,Late <30,763.423844874492
APP00273,796.4806389574478,44024.17076711666,46.6353878224158,16,8,Last 30-60,615.9252831854237
APP00274,743.0887290001207,46595.55325895681,17.60495976857663,10,10,On Time,246.0938521555513
APP00275,577.1417369042413,27756.472064433117,38.810015258077954,12,5,On Time,323.1687312993191
APP00276,594.8539085343597,66036.25443875551,28.050065860746475,7,4,Late <30,555.6963858612312
APP00277,746.8314809316909,54646.60143285158,32.39000742740381,17,0,Last 30-60,531.0011478877315
APP00278,686.0104338027922,115423.20401740613,34.52487493985511,10,5,On Time,1195.4915051574985
APP00279,750.1521279778303,59943.550961144065,38.63532192378697,17,7,On Time,694.7815165916192
APP00280,715.2948830784493,29148.287036570982,16.904071490171265,13,10,On Time,147.81741836466847
APP00281,804.1865095245153,26518.677666396325,30.620971623836418,6,6,On Time,243.60830289731592
APP00282,733.72110813303,88404.07376716063,33.24452508474628,2,0,On Time,881.6854343838396
APP00283,685.4751253799416,65164.979065331514,20.331059099282474,16,9,On Time,397.461912174228
APP00284,576.1071375723674,22843.770461112104,50.97698519133994,4,9,Late>60,349.35196455314417
APP00285,725.4901776572597,28688.668754983253,38.24869172870592,18,5,Last 30-60,329.1912141948936
APP00286,703.1032279974972,35941.041734920975,45.196778963961776,9,5,On Time,487.3257957083245
APP00287,572.8452235739079,239499.7938039061,19.131978766156806,8,7,Last 30-60,1374.6314908665793
APP00288,875.7248242714202,63676.43692256272,40.424250443705,17,1,Late <30,772.2216700561379
APP00289,736.9524172608396,78861.43142064675,11.832224728542377,19,4,On Time,279.93185369508757
APP00290,627.5461971032754,74756.0495724273,23.551739703083367,12,9,On Time,528.1905062281812
APP00291,692.6131224904311,127471.97983051094,72.66452226230462,3,9,On Time,2778.8071548642624
APP00292,624.9271636808423,25762.817311718834,8.706922823572622,4,7,Last 30-60,67.29445861528097
APP00293,725.7294511893243,91369.90498233377,41.60185213920059,3,4,On Time,1140.347183114357
APP00294,564.1240798557913,70892.52850132687,23.011881226236035,14,3,Late>60,489.41113371002604
APP00295,802.6080105377824,64003.26880476222,24.17096075201456,8,2,On Time,464.1061494841636
APP00296,815.57971974132,140284.78323746414,33.1920072331693,4,3,Last 30-60,1396.900061976449
APP00297,634.4878868293526,53263.06624365958,28.41777676924966,19,6,On Time,454.08537796742246
APP00298,804.4314767219012,51559.51844567128,41.19137468219038,18,2,Late <30,637.1422328186854
APP00299,476.42267274795216,54597.510451245274,28.714333021860316,7,3,On Time,470.3193291784668
APP00300,512.8562682364392,84527.68102837045,32.80704419890938,1,0,On Time,831.931010258719
APP00301,596.183732872527,62633.1184444247,47.27000773094214,1,4,On Time,888.2003979242911
APP00302,704.4431896838955,63954.44375583728,22.05021205513216,15,8,On Time,423.06271400527044
APP00303,623.6912121949676,125607.28181152584,46.74602321740116,20,4,Late <30,1761.4922735508712
APP00304,671.589082193691,47116.055612153774,19.17523736156953,8,3,On Time,271.03846497118764
APP00305,609.5471294479169,80954.41977643949,39.04757380536725,18,0,On Time,948.322104327361
