applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed
APP00087,31519.703284364165,684.2604671391971,8733.469891857794,46194.00440461518,48,BC,Full-time,595
APP00088,35695.5372646485,557.5788930743129,7704.683683116571,16990.54275427546,94,ON,Unemployed,0
APP00089,45587.98239864997,795.1707314781626,4635.797206478774,34335.16243037652,25,BC,Part-time,268
APP00090,37112.592711536134,521.9005021457848,2497.024990249028,49001.13857544314,67,ON,Part-time,265
APP00091,112606.03108528709,2155.9581648309286,944.1065553005124,17321.672618835277,59,BC,Full-time,170
APP00092,69176.26292778527,1079.350570189371,9009.814777259768,3535.68177981304,69,ON,Full-time,62
APP00093,44471.999817130774,587.1037011041327,9325.523551078397,8994.17768677203,87,BC,Part-time,443
APP00094,85315.04905652344,754.8184882716056,4902.6854550846465,3283.6569934736326,41,ON,Part-time,377
APP00095,40991.762353917205,546.2179602562396,8066.407519396848,4992.972409699406,58,ON,Full-time,353
APP00096,88046.2768399583,1606.3026307668422,9150.469909328112,7716.008451222432,24,BC,Unemployed,0
APP00097,74790.66622874589,945.9912895270303,5765.483300672914,2068.0160473922115,47,BC,Part-time,523
APP00098,33423.50800871601,505.7685178027626,2239.515713121398,28249.231783644776,22,BC,Full-time,258
APP00099,40369.088195441975,336.70974483935225,3180.4730597754806,9362.02074051454,24,BC,Part-time,228
APP00100,51729.54161633858,1166.8581271376177,5622.790881373108,23407.03750862472,23,BC,Unemployed,0
APP00101,28979.550299388884,312.2467207914931,667.9959458942242,6101.680297617657,22,ON,Full-time,159
APP00102,71629.1724798534,879.3217861031782,1290.2464672643143,10393.269190478934,32,ON,Part-time,97
APP00103,42978.23971495725,564.3016275151977,5705.916378018878,21616.97638816479,46,BC,Full-time,392
APP00104,44245.40010441183,768.7935728754768,2392.127329716971,2618.981458766224,83,ON,Part-time,558
APP00105,36749.27039826338,773.0985516987314,8315.609063740163,26057.893636096447,28,BC,Part-time,131
APP00106,50025.02989160655,566.8234141210341,810.3937675559547,6724.644756209093,37,ON,Full-time,475
APP00107,64897.88278269721,932.908619468261,6118.151197091648,34735.21512093531,81,BC,Unemployed,0
APP00108,68103.03661406875,647.8900895469933,3427.4448508212454,7677.44796851926,51,ON,Full-time,66
APP00109,74809.175109492,1301.9973241813877,2937.3098407344933,7147.191328505755,70,BC,Unemployed,0
APP00110,87697.74314103147,1365.4745729472445,701.0182237967877,25575.416463428206,43,ON,Part-time,192
APP00111,60934.07315690487,656.9458505737905,2570.517074667591,1060.022064891332,59,ON,Part-time,573
APP00112,41012.36637736461,805.0313376537663,8453.348199014941,41666.52693406515,34,ON,Full-time,196
APP00113,62715.5965563333,1285.7470304189403,9072.20451447672,25773.11365528016,54,BC,Unemployed,0
APP00114,35940.3590813291,570.881761676143,3261.7181957829,40718.88872810699,38,ON,Full-time,461
APP00115,56201.50871914924,1392.9683247048138,682.9437017250727,4039.4498132165854,42,ON,Unemployed,0
APP00116,49233.043539249535,919.300935485407,3163.83030616568,47492.398135792,46,BC,Full-time,288
APP00117,49699.560535022196,877.5291528839853,1020.4268400480498,3212.8392089332588,93,ON,Part-time,472
APP00118,52604.474575711894,932.7363677916443,3103.940437838425,17943.265158936847,60,ON,Full-time,309
APP00119,36857.38423697323,848.8955343692842,5518.895297292977,46576.885853637315,32,ON,Unemployed,0
APP00120,25717.123736004636,583.3405540278312,734.5286672139184,17583.976045874126,50,ON,Part-time,163
APP00121,47520.754406545,805.7652378623109,7119.324923088022,30127.647278822133,38,ON,Part-time,72
APP00122,106579.03061851305,1534.3275890065472,6906.164882827363,34837.00919151914,28,ON,Part-time,248
APP00123,30353.591657290206,667.1937474898674,3440.5547112249255,2704.0166924541227,41,BC,Part-time,538
APP00124,55134.78817859723,677.8289862982447,6377.924831336369,3702.6095951631237,95,ON,Full-time,500
APP00125,75070.81508071303,931.447919425544,1875.0872199513913,2486.2995584553487,36,ON,Full-time,79
APP00126,67504.3323643079,1500.5475996538576,3720.7501897693473,32103.91261194657,99,ON,Unemployed,0
APP00127,57407.7130939867,1242.4814935281508,6936.454405170486,25499.068040388407,24,ON,Unemployed,0
APP00128,48448.17987693654,1016.1467887590644,6386.878940072962,42986.80232758606,21,BC,Unemployed,0
APP00129,142389.31237414278,1777.2389304419999,6416.564052143376,13811.287629247929,73,ON,Full-time,285
APP00130,70700.21768766118,902.2267587399745,4998.0020738161975,14633.816995690777,97,ON,Full-time,445
APP00131,86255.56409688911,1039.1489613550732,3149.06220837555,33703.365126914505,22,BC,Full-time,68
APP00132,80318.97935277081,1411.4965987331382,9478.057472627737,34214.0433584628,34,BC,Part-time,271
APP00133,38669.496700049174,902.0122332230293,9776.18268025579,13030.070685902481,71,ON,Full-time,178
APP00134,62371.66744654319,1390.2117506300872,6285.047465379888,15074.318641320619,86,BC,Unemployed,0
APP00135,93066.34329436863,2322.7250400225385,136.94886814241693,23801.678953145856,20,BC,Part-time,288
APP00136,62026.61338545131,1235.3153416313423,2760.808257244931,6552.516854275337,43,BC,Unemployed,0
APP00137,51296.20937895214,587.3072617008488,4678.8564316009815,17340.475525631708,75,BC,Full-time,329
APP00138,40406.19433828117,661.5340092050425,8564.794701633353,38921.8648226802,20,BC,Full-time,531
APP00139,65828.37163905748,748.0150568592587,441.03663760233115,43629.8256029288,42,ON,Part-time,515
APP00140,56711.85311028264,745.0362848362001,8251.055641143292,7306.5069568564295,42,ON,Unemployed,0
APP00141,99752.07033654116,2459.6116979549683,4791.764133699856,2666.728815815544,85,BC,Unemployed,0
APP00142,29744.889721751697,249.7039153726968,1413.7838903115353,45816.942569419,28,BC,Full-time,152
APP00143,61768.610007603595,1411.7429536148225,9110.784513908207,29614.353878704464,96,BC,Part-time,497
APP00144,44171.12081893754,992.5597639195922,2586.7264096059494,46578.00117674107,84,ON,Part-time,556
APP00145,73422.7213572534,675.3532201706408,3294.773120274864,21289.45776417442,57,ON,Unemployed,0
APP00146,66564.53464252307,613.6991666382279,7348.285408739023,37396.48166065809,20,ON,Full-time,350
APP00147,78613.07347408487,1321.3806119604249,9578.382874448778,24485.225107838283,37,ON,Unemployed,0
APP00148,84147.6019074294,1405.8744749333714,8305.819368232744,4144.144948557383,84,ON,Unemployed,0
APP00149,54837.49768527746,469.5250848088439,8087.281476615394,47817.35431239526,77,ON,Part-time,150
APP00150,34655.392487002544,571.6676057637012,9467.396757570736,31136.52049927308,65,BC,Unemployed,0
APP00151,65388.90798265148,1295.0986061305227,7878.40973086674,32031.41590631238,74,ON,Part-time,555
APP00152,52254.259299467674,726.742341498339,8126.880524905452,47121.29693582908,52,BC,Unemployed,0
APP00153,71010.1496814308,1642.4721207292168,4081.689433956045,41874.063275300716,25,ON,Unemployed,0
APP00154,42323.6943467052,599.8819194642002,7577.098219647282,32426.902486010582,36,BC,Part-time,321
APP00155,72413.87866276178,752.7330609901944,6767.4939803145835,35757.07085208285,53,BC,Unemployed,0
APP00156,45427.91838753362,739.1713898790789,6098.687414074966,22155.594446907664,33,ON,Full-time,3
APP00157,72401.3280636227,1681.8789779216308,9252.98217940031,44327.05237814444,42,ON,Full-time,172
APP00158,53343.46873597586,1312.775683281066,7214.326912269725,28205.478015262535,55,ON,Full-time,15
APP00159,54552.290548716504,1296.623446658325,614.0801340750446,31116.22145081144,30,BC,Part-time,237
APP00160,55672.528527602306,739.1533782012962,8597.135395273333,45911.53682160915,26,ON,Part-time,196
APP00161,38285.48988488227,918.0665727986525,6765.423650622024,17987.491474980965,26,BC,Unemployed,0
APP00162,42336.12679712775,402.67683725230177,3799.678821104665,22135.365965171193,42,BC,Full-time,589
APP00163,68814.70719213948,1004.5403949806947,3794.67834855728,2308.142026684005,33,BC,Part-time,275
APP00164,63171.33227945759,928.72759625515,1813.2002802015968,45780.005400601476,59,BC,Part-time,348
APP00165,50163.61116130429,848.4007596520139,4310.003483281186,8538.81617734238,44,ON,Part-time,364
APP00166,47624.31544317684,1176.613982632397,5470.044780484602,38117.45132482394,77,BC,Part-time,587
APP00167,61462.80529917702,716.8762977612231,2011.1220957020792,48658.01473825219,20,BC,Unemployed,0
APP00168,30594.152158275643,556.283190930121,5307.51877760449,31699.315620658515,59,ON,Part-time,280
APP00169,35616.554941079325,478.60662426186724,8871.926078913924,6638.82772630668,28,ON,Unemployed,0
APP00170,85056.70476703397,1568.4460267519707,4181.336881036371,5494.631861195262,74,BC,Part-time,546
APP00171,142662.617287281,1644.5849875821896,2536.7291288369042,48741.74096198135,43,BC,Full-time,481
APP00172,74791.70115601589,1009.2524741894696,2731.971618036356,46379.83458041374,41,ON,Part-time,391
APP00173,53495.56439763456,1042.0673596056288,8280.060008795128,11103.395726679502,46,BC,Part-time,488
APP00174,90048.71343804759,1808.402269550858,1926.025349056164,36006.45059226993,75,ON,Unemployed,0
APP00175,40816.55012240964,462.25626426085597,5121.482316399661,2219.5796275352936,57,ON,Full-time,116
APP00176,63208.5313273236,1424.392702019171,2309.195671224299,35020.89205579621,56,ON,Full-time,536
APP00177,100198.36570053452,2046.5639456947242,3166.665183592269,40631.72353589709,60,BC,Unemployed,0
APP00178,58268.16696910102,738.8868141953386,1049.4635413222243,17109.872169142043,55,BC,Unemployed,0
APP00179,70694.66439928194,872.6840322564659,8809.116668898998,19030.03375826404,26,ON,Unemployed,0
APP00180,66595.26213646546,1353.3560063474652,7328.354295709879,41399.57866859702,39,ON,Part-time,474
APP00181,33801.410269114225,760.3868460688185,2655.8047894361316,31618.07713784216,78,BC,Full-time,308
APP00182,99749.61773726514,1406.6012745716175,4374.97418728848,42219.45270182341,69,BC,Unemployed,0
APP00183,48965.00396812712,802.3706173872804,9347.046149988131,21413.515759068647,54,ON,Unemployed,0
APP00184,64953.04684169909,587.3958369811781,4147.5159318800725,12915.8862039066,31,BC,Unemployed,0
APP00185,74225.19171064244,991.7830719174691,2001.4502799976963,33219.31819761076,92,ON,Part-time,562
APP00186,37628.90421985088,414.04271262589236,3201.418622348923,17545.828473019465,27,ON,Full-time,36
APP00187,71582.42553045593,1695.6410330086123,8144.480287968735,15948.965119988321,85,BC,Part-time,5
APP00188,56801.738205882706,1065.1011192566089,3059.930574790127,24044.34734285225,63,ON,Part-time,119
APP00189,41032.58946793839,656.3290681211255,9055.149076383655,29626.377561474266,29,ON,Unemployed,0
APP00190,63717.99841931037,1554.4838794375994,8713.54324233293,7676.31807250516,41,ON,Part-time,576
APP00191,34193.24882872436,574.6135870429504,9424.750691472265,35152.338705721064,76,ON,Part-time,503
APP00192,34399.086669644676,765.9198679422624,9016.772727267808,34893.950503495405,79,ON,Unemployed,0
APP00193,50201.92905582659,941.4890525380292,6845.932291109494,19406.999893350763,82,BC,Part-time,469
APP00194,25553.366648980726,469.40292586008127,8130.072665551724,21809.328988296427,84,ON,Full-time,235
APP00195,181285.56566446068,3098.801919513699,2337.42451377721,45043.98501872146,47,ON,Unemployed,0
APP00196,80180.85123926077,752.4528025391983,6580.692858338689,32467.856632899613,38,ON,Full-time,534
APP00197,81744.27751353802,782.2692924412571,9687.360198688266,13956.854172673602,37,ON,Unemployed,0
APP00198,41381.58632407132,843.785537287581,3079.950016684062,42823.8511856747,97,ON,Part-time,173
APP00199,62374.21607571001,1244.372494401123,6760.253361810715,11238.81339968276,34,BC,Unemployed,0
APP00200,69071.14359667321,1146.3500544635615,5087.132798770255,40463.80894699502,89,ON,Part-time,295
APP00201,30993.396004276427,396.1837574457082,5288.493608530606,24086.885587685407,66,ON,Full-time,25
APP00202,71922.57015392938,1166.6957196358817,3008.9804705459055,34972.10446217383,30,ON,Full-time,232
APP00203,50128.98586358014,517.6585304425088,5762.632311447823,43610.2789258736,83,ON,Part-time,46
APP00204,54287.731748279904,684.6688014409175,864.1630741317963,39437.365487736846,48,ON,Full-time,481
APP00205,47489.130491495154,1096.8771953511946,6445.769074128301,34245.83667838019,36,BC,Full-time,542
APP00206,58823.65826834782,1253.474083214549,4450.214034745498,9437.604513455752,90,BC,Part-time,39
APP00207,86957.92835051817,1024.4507583441039,4238.552665189459,3594.2807862559625,64,ON,Full-time,396
APP00208,79099.00566556909,1969.597324084814,1719.2270887634763,17006.718134199276,66,BC,Full-time,429
APP00209,74845.12325023332,1093.6987573951628,4296.954558145409,32130.303610068404,21,BC,Unemployed,0
APP00210,42674.991640241766,770.3964526369899,1939.6264694897047,48668.677224697356,81,BC,Unemployed,0
APP00211,55306.70098757746,1152.4714829927027,3496.1199184429547,37612.51369807582,59,ON,Unemployed,0
APP00212,40411.00624331715,845.3597152003244,572.1040428523617,13344.703853764735,82,BC,Part-time,320
APP00213,63179.15842622232,529.7493698581175,3512.1963317685654,30596.141351724324,98,ON,Part-time,279
APP00214,49397.09645792372,1192.2474665933755,8780.270058412247,37312.15218311838,53,ON,Full-time,439
APP00215,51001.93225268071,1032.276597647344,2844.5255001462433,24333.372802290087,42,ON,Full-time,501
APP00216,35053.2512760883,861.3274909801205,5532.650104318787,38257.34329243857,21,BC,Full-time,60
APP00217,21702.04592894798,484.8262879280179,7396.815350407376,15021.539634826424,38,BC,Part-time,422
APP00218,68057.66824571267,1296.0653420968779,8778.672294233424,22703.82018108895,45,BC,Full-time,68
APP00219,45560.47918329068,384.939095838152,8902.433178914065,35544.59665793358,62,BC,Unemployed,0
APP00220,52738.34100439021,853.6454197495076,1492.8957074491823,15960.030886309009,72,BC,Part-time,51
APP00221,55452.799485051895,481.79937241920015,9661.607400253964,14614.582209703061,74,ON,Full-time,163
APP00222,30448.398991344533,354.6332614780956,596.1651109302524,16418.156280816613,73,ON,Part-time,536
APP00223,79247.09735145242,869.1590877817572,3304.058800265757,11982.087705003783,90,ON,Full-time,16
APP00224,85410.40702752252,803.3907995645757,68.06739249778815,30259.528988182734,91,ON,Unemployed,0
APP00225,35510.20167156261,703.2607516099706,8344.34947857046,45321.14081149831,63,BC,Part-time,585
APP00226,76718.9652572465,1808.3417474726782,5948.279297499151,34377.18087361779,50,BC,Full-time,588
APP00227,41184.100594033116,865.5848530547419,5479.5548121386255,36742.11981549508,80,BC,Unemployed,0
APP00228,145154.3214210929,1561.713233474829,5542.218996170754,30914.68373402345,51,ON,Full-time,86
APP00229,67972.2909284863,1277.626207655032,7203.629077907998,26173.644836806146,62,ON,Part-time,5
APP00230,50868.55587551602,559.7778162135086,7387.027881863901,25266.99599308441,35,ON,Full-time,266
APP00231,27557.8324701924,493.71770540729295,2671.5556954755316,42929.805548112374,90,BC,Unemployed,0
APP00232,28189.372029168146,282.63269302710137,5429.137833553514,19238.606961223977,73,ON,Part-time,494
APP00233,82230.0119132273,1102.812409758162,8684.615836315583,16080.400220355277,26,ON,Part-time,479
APP00234,46696.51990035174,961.6022992242666,2159.0144579866046,49313.99934003479,50,ON,Unemployed,0
APP00235,45736.84633292809,961.3141396441802,6075.961666370194,44882.956491038436,49,BC,Full-time,186
APP00236,69199.95904386193,601.0906512679239,1757.9035369646301,47417.61692058581,98,ON,Part-time,68
APP00237,85483.22806337169,1585.2420555573278,205.8751507197687,37545.65111775883,50,ON,Part-time,282
APP00238,71835.00861221705,1111.0648390353429,5028.506780916608,42615.96001286629,34,BC,Unemployed,0
APP00239,46144.89521424037,903.655742194856,9096.32954466891,33419.15713379855,85,ON,Full-time,500
APP00240,61097.35508524962,662.0290142660335,7055.751982502145,23539.427856192324,59,ON,Part-time,598
APP00241,60438.63446073575,1320.522175138184,9440.213609962686,25486.44942992538,90,BC,Unemployed,0
APP00242,59777.25563346956,902.1786542483734,8822.588212608678,12613.798602398194,63,ON,Part-time,232
APP00243,31732.842500985615,672.4812021115795,3227.146842191838,24422.95175186503,22,BC,Full-time,299
APP00244,82245.63888869295,1424.6935576604444,6146.556038416174,26510.67702607438,30,BC,Full-time,276
APP00245,51385.74093892937,776.1582517957507,3214.5035906584517,38489.99963780904,47,BC,Part-time,328
APP00246,70906.27090429736,1518.727057144912,8292.490551478611,2114.425700728311,81,BC,Part-time,92
APP00247,96098.77685309465,1147.7416420494712,5267.139248722058,44853.57167278805,87,BC,Full-time,245
APP00248,89698.65924020139,1277.2410364098405,3877.551422508493,33024.618348666205,56,BC,Unemployed,0
APP00249,30810.25911640054,710.7892496567702,147.5167926857468,12509.45976919911,52,BC,Part-time,316
APP00250,80870.10870283995,863.9675210666212,3698.6119909688755,22011.39368769058,28,ON,Unemployed,0
APP00251,35597.08549449344,385.777101797142,6355.021343199432,35288.5575245518,32,ON,Part-time,158
APP00252,89954.0069936901,2164.589432662107,7407.179351986971,37955.507865049345,90,ON,Part-time,17
APP00253,41559.92702899712,368.1930896584244,6829.95359367204,28960.922986429603,93,ON,Unemployed,0
APP00254,113712.17324331062,1660.572261946896,8196.856078456993,6289.56892569104,93,BC,Full-time,21
APP00255,33153.67384581263,760.3809989340713,2556.82679678498,21469.118512259145,50,ON,Part-time,463
APP00256,55298.06472302489,477.8476875330479,994.1782771580731,11675.428940674372,89,BC,Unemployed,0
APP00257,53823.0107404723,1195.8223397838563,1150.6347206723567,2946.1904791314078,29,BC,Unemployed,0
APP00258,23992.82909276084,355.4066386457519,3616.319298574042,4236.686004068789,84,BC,Full-time,353
APP00259,36855.591050815776,519.0915749327143,6831.092279905641,11090.097815688267,77,ON,Full-time,30
APP00260,48190.57986227098,1037.479301448008,9606.52637006066,41815.06563410211,85,BC,Full-time,390
APP00261,47357.688578885325,714.9671290444873,4306.629430344463,12221.505250598404,96,ON,Unemployed,0
APP00262,60078.06671765435,983.4066232859145,7783.569880032526,24606.850039135592,52,BC,Full-time,351
APP00263,96391.41258223329,963.8095282248225,1209.688532122455,16293.548828745215,47,ON,Part-time,273
APP00264,68313.43191120405,1608.2233680818729,7970.00293023993,8726.551032394518,93,ON,Full-time,205
APP00265,78903.9701406533,1964.9008682710655,5821.156127408187,32168.796018346773,38,ON,Full-time,294
APP00266,34782.14863112301,600.5515126866514,4530.351713643346,31737.136875652566,77,ON,Part-time,116
APP00267,52242.65531143358,1263.5370021527478,3149.223612826757,19718.34960156814,65,ON,Part-time,272
APP00268,35781.2754104048,564.9386129848384,707.3573621378737,31020.837638487727,86,ON,Full-time,189
APP00269,33706.40558888347,300.81313903317624,9012.287275478486,11489.154969712965,89,ON,Unemployed,0
APP00270,48233.43720206278,464.4495511961901,9180.655725815926,32172.395788180325,34,BC,Part-time,250
APP00271,44958.48116695008,443.217011340741,1855.721087347405,18858.090812338636,59,ON,Part-time,98
APP00272,59213.36055360132,931.7081476236913,9591.999124028536,22809.566007886,23,ON,Part-time,235
APP00273,40992.243993615455,749.7484726481758,7591.791487846314,44444.60694447124,51,BC,Part-time,582
APP00274,44319.47930069942,564.2406013393983,9500.68615328017,22687.029000296472,53,ON,Unemployed,0
APP00275,30552.47889337317,745.5457852213099,590.4219128032817,15706.688746612404,94,BC,Part-time,12
APP00276,58002.20369539004,820.9448463255424,8753.705965588239,15810.447064083071,36,ON,Part-time,366
APP00277,30987.36048814217,425.015511164226,4770.686651886655,23577.707295584747,90,BC,Unemployed,0
APP00278,80075.5216704714,1377.7067319138812,5906.410001172908,16533.32737291271,47,BC,Part-time,553
APP00279,59935.893057227375,1331.8002633558979,7666.677910314418,5710.038639915617,82,BC,Full-time,89
